CaseId,WEIGHT1,Q1A,Q1B,Q1C,Q1D,Q1E,Q1F,Q1G,Q1H,Q1I,Q1J,Q1K,Q1L,Q1M,Q1N,Q1O,Q1P,Q1Q,Q2A,Q2B,Q2C,Q2D,Q2E,Q2F,Q2G,Q2H,Q2I,Q2J,Q2K,Q2L,Q2M,Q2N,Q2O,Q2P,Q2Q,Q2R,Q3A,Q3B,Q3C,Q3D,Q3E,Q3F,Q3G,Q3H,Q3I,Q3J,Q3K,Q3L,Q3M,Q3N,Q3O,Q3P,Q3Q,Q4A,Q4B,Q4C,Q4D,Q4E,Q4F,Q4G,Q4H,Q4I,Q4J,Q4K,Q4L,Q4M,Q4N,Q4O,Q4P,Q4Q,Q7A,Q7B,Q7C,Q7D,Q7E,Q7F,Q7G,Q7H,Q7I,Q7J,Q7K,Q7L,Q7M,Q7N,Q7O,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q10,Q11,Q12,Q13A,Q13B,Q13C,Q13D,Q13E,Q13F,Q13G,Q13H,Q13I,Q14A,Q14B,Q14C,Q14D,Q14E,Q14F,Q14G,Q14H,Q14I,Q14J,Q14K,Q14L,Q14M,Q14N,Q14O,Q14P,D3,D4,D5,Q22,Q23,SURV_MODE,Device,gender,age,AGE4,AGE7,racethnicity,educ,EDUC4,marital,employ,income
1073,1.014198885,4,4,3,3,4,3,3,3,1,4,1,3,3,4,1,1,1,3,4,3,2,3,3,4,4,2,5,3,2,3,4,2,4,1,1,4,4,2,2,3,2,3,4,1,4,1,2,3,4,1,1,1,1,2,1,2,2,1,1,1,2,1,2,1,1,2,1,1,1,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,2,2,3,7,6,7,4,4,2,1,2,4,2,2,2,2,4,2,2,4,3,3,4,3,4,4,4,3,2,2,3,1,,,6,2,1,Phone interview (not online),1,60,4,5,5,12,4,1,5,12
1075,1.220614422,,4,2,2,3,2,3,3,2,4,2,3,2,4,2,,,4,4,2,2,4,2,4,,2,4,,3,4,4,3,2,,2,4,,3,4,,4,4,4,3,,3,3,3,,3,3,3,1,3,4,3,3,2,1,,2,3,4,,2,4,1,2,2,3,3,4,4,4,4,4,2,4,2,2,2,3,2,4,3,3,4,2,2,3,8,7,6,4,4,3,4,3,2,2,2,2,2,4,3,2,2,2,2,4,5,5,2,3,4,2,2,4,2,,,8,1,2,Tablet,1,65,4,6,1,9,2,6,5,7
1077,0.535511991,1,1,5,5,1,5,5,1,1,1,5,1,1,1,5,1,1,2,2,5,5,5,5,5,5,5,1,5,5,5,5,5,1,1,1,2,2,5,5,5,5,1,1,5,2,1,5,5,1,5,1,1,5,1,1,5,5,5,5,5,5,5,1,5,5,5,5,1,1,5,4,5,5,3,5,1,4,1,5,5,5,1,5,1,1,3,1,4,5,5,2,0,0,1,1,3,5,5,5,1,5,1,1,1,5,1,5,5,5,5,5,1,1,1,3,1,1,5,1,1,,10,1,2,Desktop,1,38,2,3,4,9,2,1,7,10
1080,1.077863252,5,5,2,4,5,3,3,4,1,4,2,2,4,5,3,1,1,4,4,4,3,4,3,3,3,1,4,3,3,5,4,3,4,1,1,5,5,3,3,4,2,2,5,2,5,1,2,2,5,3,1,1,1,2,2,1,1,1,2,2,2,1,4,1,2,3,1,1,1,4,5,4,2,3,2,2,4,2,2,2,3,4,4,5,5,5,4,1,1,2,4,7,7,5,5,2,2,1,4,1,2,1,4,4,4,4,3,3,2,5,5,4,4,4,5,1,4,3,,,,7,3,2,Smartphone,2,55,3,5,3,10,3,1,2,14
1083,0.920217259,5,5,3,4,5,3,3,4,2,5,2,4,4,5,3,2,2,4,4,2,1,4,1,1,4,2,4,1,2,3,4,1,4,1,1,5,5,2,1,4,2,2,3,1,5,1,3,4,4,1,1,1,1,4,4,1,1,4,2,1,3,1,2,1,2,4,1,1,1,5,5,5,3,3,3,4,4,3,2,2,4,4,3,2,5,5,5,1,1,2,8,5,10,5,5,1,3,2,3,1,2,1,2,5,2,3,4,5,4,4,4,5,3,3,4,2,4,2,2,,,6,1,2,Smartphone,2,55,3,5,4,9,2,1,5,10
1084,0.917832904,3,3,3,4,4,3,3,3,3,3,3,2,4,4,3,1,1,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,1,1,1,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,1,1,2,3,2,2,3,3,3,2,3,3,3,3,3,3,3,1,1,4,3,4,3,3,4,4,3,3,2,3,3,3,3,4,3,4,4,2,3,3,6,7,7,4,4,3,4,3,3,2,2,2,4,4,3,4,4,3,4,4,4,4,3,3,3,2,3,2,2,,,6,2,2,Desktop,1,44,2,3,5,13,4,1,1,18
1086,0.773587825,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,2,1,5,5,3,2,3,2,,3,3,3,3,3,3,3,3,3,3,2,3,1,,4,3,3,,,1,4,1,1,3,5,1,1,1,2,1,1,2,1,4,,,4,4,4,4,4,4,4,4,4,2,2,4,4,4,2,4,4,,4,2,4,6,6,5,2,4,4,4,4,2,4,4,2,3,4,,4,4,4,4,4,4,4,2,4,4,2,3,2,2,,,7,3,1,Phone interview (not online),1,61,4,5,2,8,1,5,6,1
1088,0.036414584,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,4,2,4,5,4,2,2,2,4,3,7,4,5,2,5,4,1,1,1,1,2,2,2,4,2,4,4,5,5,5,2,5,4,2,4,2,1,2,,9,2,2,Desktop,1,37,2,3,2,12,4,5,1,10
1089,1.641787964,4,4,4,4,4,4,4,3,3,3,3,4,4,4,3,1,1,2,2,2,2,3,3,2,3,1,1,2,3,2,2,1,1,1,1,3,4,4,4,5,5,5,4,1,4,2,3,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,5,4,3,4,3,3,3,3,4,4,3,3,3,2,2,4,5,8,8,1,3,3,4,3,2,1,1,1,4,4,2,4,5,5,5,5,5,5,4,4,5,2,3,2,1,2,,10,1,2,Desktop,2,72,4,6,1,13,4,1,5,13
1090,1.161591345,4,4,2,2,4,2,4,4,1,4,1,2,4,4,2,2,2,2,3,2,2,4,2,3,4,1,2,2,3,3,4,2,3,2,2,4,4,1,1,2,1,3,3,1,4,1,1,3,3,1,2,2,1,3,3,1,1,3,2,1,3,1,2,2,3,3,1,1,1,4,4,4,4,2,4,4,2,4,3,4,4,2,3,4,4,4,4,2,2,2,4,4,5,4,3,2,4,2,3,2,2,2,2,2,2,4,2,4,4,4,4,4,4,4,4,2,3,4,3,,2,5,1,2,Desktop,2,58,3,5,1,9,2,3,1,5
1093,1.114470324,4,5,2,3,4,2,4,5,2,5,2,3,4,5,3,1,1,5,5,2,3,5,2,4,5,1,5,2,2,2,5,2,2,1,1,5,4,2,2,5,2,4,4,1,4,1,3,3,5,3,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,5,4,4,4,4,4,3,3,2,3,2,3,5,3,2,3,3,3,2,3,3,5,6,6,4,4,2,5,5,3,1,2,2,4,5,4,5,5,5,4,5,5,5,5,4,4,3,3,2,3,,2,7,2,2,Desktop,2,69,4,6,1,12,4,1,5,10
1094,0.672502172,5,5,5,4,4,4,3,5,3,4,3,3,4,5,3,3,4,3,2,3,2,3,3,3,2,3,5,3,3,3,3,3,2,3,3,3,4,4,3,3,3,4,4,3,4,2,4,4,4,2,2,3,3,4,2,3,2,3,3,3,3,2,2,2,3,3,3,2,4,4,3,4,4,4,4,3,3,3,3,4,4,4,3,4,4,4,4,4,4,3,5,5,8,4,4,3,3,4,2,3,2,3,2,2,2,4,4,3,4,3,5,2,4,4,4,3,3,2,1,3,,5,2,2,Smartphone,2,32,2,2,1,12,4,5,1,7
1111,0.571899329,1,4,3,1,4,3,2,4,2,4,4,1,4,2,1,1,5,2,4,5,3,2,1,5,1,3,4,1,2,4,4,3,5,1,1,5,1,4,2,2,1,5,4,1,1,4,3,1,4,1,3,1,2,1,5,4,4,4,1,1,2,4,1,1,4,4,2,3,2,4,2,5,1,2,3,1,3,2,5,3,3,4,1,5,3,4,1,5,1,1,10,10,7,5,1,1,1,2,1,3,5,2,4,3,1,2,3,1,4,2,2,2,1,1,2,1,3,5,3,,3,1,3,2,Smartphone,1,24,1,1,2,10,3,5,1,2
1112,0.330043521,5,4,4,4,4,3,3,4,2,4,2,3,4,4,3,2,3,5,1,3,2,2,1,3,1,1,1,1,1,1,1,1,1,2,1,4,4,4,4,4,3,3,3,3,4,1,3,3,4,3,3,2,4,3,3,3,3,2,2,2,2,2,3,3,3,4,3,2,3,5,4,5,4,4,4,4,2,4,1,4,3,4,2,2,4,4,4,1,1,3,5,5,10,3,4,4,3,3,3,3,3,4,2,3,2,3,4,4,4,4,4,3,3,3,4,3,2,3,2,,,5,2,2,Smartphone,1,30,2,2,2,10,3,3,3,3
1114,0.345472867,4,4,4,4,4,3,4,4,3,2,,2,4,4,2,1,1,4,3,2,2,,5,3,5,3,5,4,3,4,4,3,5,1,1,1,1,1,1,1,4,1,1,2,1,2,2,4,1,1,1,1,1,5,5,1,3,5,1,2,2,2,5,2,2,5,2,1,1,2,1,1,4,4,4,1,1,3,5,4,4,2,2,4,4,4,4,4,2,2,2,4,4,4,4,4,4,2,2,1,2,1,3,3,1,4,4,4,4,4,4,4,4,4,,,,,2,,,7,1,2,Desktop,1,61,4,5,1,10,3,5,6,7
1117,2.380767511,4,5,4,4,5,3,4,5,4,5,3,3,4,5,4,2,3,5,4,3,3,5,3,4,5,2,3,5,3,4,5,2,4,2,2,4,5,3,3,5,4,2,5,2,5,2,3,4,5,2,2,3,1,3,1,2,3,2,1,1,2,1,3,2,1,2,1,2,2,4,4,4,5,5,4,4,3,4,2,2,2,2,3,4,4,4,5,4,2,2,5,7,6,3,4,2,4,2,2,2,2,1,4,5,3,5,5,4,5,5,5,5,5,4,5,2,3,2,1,1,,7,1,2,Smartphone,2,58,3,5,1,14,4,1,2,15
1119,0.920486769,4,4,5,5,3,4,5,4,4,4,2,3,5,4,4,3,3,5,5,4,4,4,4,5,4,5,5,3,5,4,4,3,2,2,2,4,5,3,5,3,4,1,4,2,4,1,2,3,3,2,1,1,3,1,1,5,5,5,3,5,3,2,1,3,3,3,1,1,1,4,5,5,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,2,1,2,2,5,5,4,4,3,5,4,3,1,2,2,1,2,1,2,4,3,4,3,4,3,4,3,4,3,4,4,2,,,7,1,2,Desktop,2,50,3,4,5,11,3,1,7,8
1120,0.64192623,4,4,4,4,4,1,4,4,4,,4,4,4,4,4,5,5,4,4,4,4,4,2,4,5,2,4,4,5,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,4,4,5,5,5,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,5,5,5,2,1,5,5,3,1,5,4,5,5,1,1,10,5,8,3,5,4,4,5,4,4,4,4,3,3,5,4,5,5,4,5,4,5,3,4,3,3,3,3,3,,2,6,2,2,Smartphone,2,37,2,3,1,10,3,3,1,5
1121,0.557558984,3,3,5,5,1,4,5,3,4,3,5,5,4,2,4,1,1,2,3,5,5,2,3,4,2,3,3,3,3,4,2,3,1,2,2,2,3,5,5,1,2,4,2,3,3,5,4,4,2,4,1,1,2,1,2,5,5,1,2,1,1,2,1,2,2,1,2,1,1,4,4,4,5,4,5,4,4,4,4,3,3,4,4,4,3,3,4,3,2,2,6,5,7,4,3,3,5,4,2,1,1,1,1,1,1,1,3,3,5,2,4,2,3,3,3,2,3,4,1,2,,8,1,2,Desktop,2,27,1,2,1,13,4,5,4,14
1122,0.402663045,3,4,3,3,4,3,3,4,3,4,3,4,4,4,3,3,3,4,4,2,2,4,3,4,3,2,2,4,3,4,4,2,3,2,2,3,3,1,2,4,1,3,4,3,4,2,3,4,4,2,2,2,1,1,1,1,1,1,2,3,2,2,2,2,3,2,2,1,1,4,4,4,4,4,4,4,3,4,2,2,3,4,4,3,4,4,4,2,2,4,5,7,7,3,4,2,4,3,4,1,3,1,4,4,4,4,4,4,4,4,5,4,4,3,4,2,4,3,2,,,4,1,2,Desktop,2,72,4,6,1,13,4,1,5,11
1123,0.229335987,5,5,2,3,5,3,3,4,3,5,2,3,4,4,4,3,4,4,3,3,3,4,3,5,4,3,4,4,4,3,4,5,3,3,3,4,4,2,3,4,3,4,4,3,5,2,3,3,4,4,3,3,3,4,4,3,3,4,3,3,4,3,4,3,3,4,4,3,3,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,3,8,8,4,4,2,2,2,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,,3,5,4,1,Phone interview (not online),2,73,4,6,6,11,3,1,5,3
1128,0.419329904,5,5,4,4,5,3,3,4,2,5,3,3,5,5,3,2,2,5,5,2,1,5,1,3,5,2,5,2,2,3,5,2,2,1,1,5,5,3,3,5,2,3,5,2,5,2,3,5,5,2,1,1,1,3,1,1,3,3,1,3,3,2,3,2,3,3,1,1,1,5,5,5,5,5,5,5,2,5,3,4,4,3,4,4,5,5,5,1,1,1,6,7,8,4,4,2,4,2,3,1,2,1,5,5,4,5,5,5,5,5,5,4,4,5,5,3,2,2,3,,3,5,2,2,Smartphone,2,33,2,2,1,12,4,1,1,11
1131,0.625334692,5,5,3,4,5,4,3,4,1,4,1,3,5,4,2,4,4,5,5,2,2,5,4,4,4,1,5,4,3,5,4,3,5,3,3,5,5,2,3,4,4,4,4,2,5,1,3,5,4,2,3,3,4,3,3,3,2,4,4,3,3,2,3,4,4,4,2,2,2,4,4,5,4,4,4,4,3,4,3,2,2,2,3,2,4,4,4,1,2,1,4,4,4,4,4,2,4,4,3,3,2,3,2,4,2,5,4,5,5,5,5,3,4,4,4,2,3,4,2,,,8,1,2,Tablet,1,62,4,5,4,11,3,6,6,11
1133,0.688603673,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,3,5,5,4,4,5,3,5,3,5,4,4,5,5,5,4,3,3,4,4,4,4,4,4,4,3,4,4,3,4,2,3,2,5,4,4,5,0,5,1,1,4,4,4,3,4,3,4,2,2,3,2,3,3,4,3,3,1,3,3,3,3,3,3,3,,3,7,1,2,Smartphone,2,34,2,2,6,13,4,1,4,12
1136,0.454511804,4,4,4,5,5,2,4,5,5,5,1,3,4,5,5,5,5,1,1,3,5,5,3,5,1,1,1,1,4,1,1,1,1,2,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,1,1,1,1,2,1,1,1,1,1,1,5,1,5,5,5,5,5,5,5,3,3,4,5,4,2,4,5,5,4,5,5,5,5,3,2,3,5,5,10,5,5,5,5,5,1,4,2,2,4,4,2,5,4,5,3,5,5,4,4,4,3,1,3,5,3,,3,10,3,2,Smartphone,1,36,2,3,4,9,2,5,4,2
1138,1.095199906,5,5,5,5,3,5,3,4,5,3,4,4,4,4,5,1,1,5,5,3,4,4,1,2,4,4,5,3,4,3,4,5,3,1,1,4,4,1,2,3,3,1,2,2,5,1,2,4,4,3,1,1,1,5,5,4,4,2,2,1,3,2,5,2,3,4,1,1,1,5,4,4,4,3,4,5,2,5,4,3,4,4,5,4,3,4,2,3,2,4,3,6,6,4,2,3,5,4,2,2,4,3,3,3,2,4,4,4,4,4,4,4,3,4,4,3,3,3,3,,3,6,2,2,Desktop,1,67,4,6,1,9,2,6,5,12
1142,0.729788966,1,2,4,5,2,5,5,1,4,1,5,5,5,2,2,1,1,1,1,4,4,2,5,5,1,3,1,5,4,5,2,2,1,1,1,4,4,2,2,5,1,2,5,2,5,1,2,4,5,1,1,1,3,1,1,4,4,1,5,4,1,3,1,3,3,1,1,1,1,4,4,4,4,3,4,2,1,5,2,2,2,2,4,1,2,4,1,4,3,4,2,5,6,2,2,3,2,4,1,1,1,1,2,3,1,3,2,2,4,4,4,1,2,1,2,1,4,4,1,1,,8,1,2,Smartphone,1,31,2,2,4,14,4,6,1,12
1149,0.44682989,4,4,3,4,4,4,4,4,2,3,3,3,4,4,3,1,1,5,4,4,4,4,3,5,4,3,3,4,5,3,4,4,2,2,2,4,4,3,3,3,1,3,3,1,3,3,3,2,3,2,1,1,3,2,3,3,3,4,1,3,3,1,2,4,1,3,2,1,1,2,4,4,3,3,2,2,3,3,4,4,4,4,4,5,2,3,4,3,2,4,1,3,1,3,3,2,3,3,4,3,3,2,2,3,2,2,3,3,3,3,2,3,2,2,3,2,3,4,2,,,10,1,2,Smartphone,1,75,4,7,5,10,3,1,5,5
1151,0.547844041,5,5,5,5,5,4,5,5,5,5,3,3,5,2,5,5,5,5,5,3,5,5,3,3,3,3,5,5,3,5,3,3,5,5,3,5,5,5,5,5,5,5,5,3,5,3,3,5,3,5,5,5,5,3,4,5,5,5,5,5,5,3,5,5,5,5,5,5,3,3,5,5,5,5,5,4,5,5,1,1,5,5,5,4,3,5,3,4,3,5,0,0,10,3,5,3,5,3,3,5,4,5,4,3,2,3,3,3,3,5,3,3,3,3,4,3,3,3,1,3,,1,3,1,Phone interview (not online),2,71,4,6,5,10,3,3,4,2
1153,0.767738244,4,3,4,4,5,5,5,5,2,5,4,4,5,5,3,1,1,4,5,3,3,5,5,5,5,1,5,5,3,5,5,2,4,1,1,4,4,2,3,5,3,4,5,1,4,1,2,5,5,2,1,1,2,3,4,2,3,5,3,4,5,1,1,3,4,5,1,1,1,4,4,4,4,3,4,4,3,4,4,4,4,2,2,3,2,4,2,3,2,4,6,5,5,3,2,2,4,2,5,1,2,1,3,4,4,4,4,4,4,,4,,4,3,4,1,3,3,3,,3,9,1,2,Smartphone,2,60,4,5,1,10,3,1,1,10
1156,1.991741906,4,4,3,3,4,2,2,4,3,4,2,3,3,3,3,3,3,1,1,1,1,3,3,3,2,3,3,2,2,3,3,3,3,3,3,5,5,3,3,4,,3,5,3,5,2,3,4,4,3,3,3,4,2,,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,3,2,3,3,3,3,3,3,4,3,3,3,4,4,2,3,4,4,,,5,4,4,3,4,3,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,3,,7,1,2,Desktop,2,46,3,4,1,10,3,1,1,14
1158,0.899120696,4,5,4,5,5,4,3,2,2,4,2,3,4,4,5,4,5,4,1,1,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,4,4,2,2,4,4,2,2,2,4,2,2,5,2,4,4,5,3,2,2,2,4,4,2,2,2,2,4,2,2,4,4,5,5,4,2,4,3,4,3,3,2,4,2,4,4,4,4,4,4,4,4,2,4,4,4,7,9,5,4,5,4,3,2,4,4,4,4,4,2,3,3,4,4,4,4,4,4,4,3,3,3,4,3,,3,6,2,1,Phone interview (not online),1,48,3,4,2,9,2,5,1,2
1159,2.224162206,4,4,3,4,4,4,4,4,1,4,1,3,4,4,4,1,1,4,5,4,5,5,5,1,5,1,5,3,5,5,5,5,1,1,1,5,5,3,5,5,5,1,5,2,5,2,2,5,5,4,1,1,1,3,1,4,4,4,5,1,5,1,1,1,4,5,2,1,1,4,5,5,4,4,4,4,4,5,2,2,3,1,4,2,4,4,4,3,2,2,3,7,8,5,4,2,4,3,4,1,2,1,4,4,2,2,4,4,4,4,4,4,4,4,4,3,1,3,2,,,7,2,2,Smartphone,2,48,3,4,1,12,4,5,1,16
1160,1.932315279,5,5,4,4,4,2,4,4,3,5,3,3,5,4,4,4,4,5,5,3,2,3,2,3,3,2,5,3,2,4,4,2,5,2,2,5,5,2,4,3,2,2,3,4,5,2,5,4,3,4,4,4,1,1,1,2,2,4,1,4,3,1,1,1,2,3,1,1,1,4,4,4,4,3,4,4,2,3,3,3,2,4,4,4,3,4,5,3,2,2,5,8,10,5,4,2,4,3,3,4,2,2,4,3,2,4,3,4,3,3,5,5,4,5,4,3,3,2,3,,2,4,2,2,Smartphone,1,43,2,3,1,11,3,1,1,18
1161,0.292545743,4,4,4,2,4,3,4,4,4,4,3,3,4,4,4,3,3,2,2,3,3,3,3,5,4,4,2,5,4,3,3,4,1,3,3,2,3,1,2,2,1,4,2,3,3,2,1,2,3,2,3,3,2,2,1,2,2,3,1,3,2,2,1,2,3,3,3,3,3,5,5,5,5,4,4,4,4,4,4,3,2,4,4,4,4,4,4,2,2,2,4,4,5,3,3,3,4,4,2,3,3,2,2,4,2,3,4,4,4,4,4,3,4,3,4,2,2,3,1,2,,10,1,2,Desktop,2,66,4,6,1,12,4,5,1,7
1163,0.536920724,4,3,3,3,4,2,3,3,2,4,2,2,4,4,4,1,1,4,4,2,3,4,2,3,4,3,4,3,3,3,4,3,2,1,1,4,4,3,3,4,3,4,4,3,4,2,2,4,4,3,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,4,4,4,4,3,4,4,3,4,4,4,4,4,4,2,4,4,4,3,2,3,6,6,7,4,4,2,3,2,2,1,2,1,3,4,3,4,4,4,4,4,4,4,4,4,4,3,1,2,1,2,,8,1,2,Desktop,2,38,2,3,1,13,4,1,1,11
1164,2.30104172,3,3,3,4,4,3,3,4,3,4,3,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,3,4,4,3,3,3,4,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,2,2,3,3,3,2,3,3,3,2,2,3,3,2,2,3,3,4,4,4,5,4,4,4,4,5,3,3,2,2,4,4,4,4,4,3,3,3,5,6,6,4,3,4,5,4,3,5,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,3,3,3,3,,3,5,2,2,Desktop,2,47,3,4,1,10,3,1,1,15
1165,0.332424459,5,5,5,5,2,2,5,4,4,2,5,4,5,2,2,5,5,2,5,5,5,2,5,2,1,2,5,5,2,5,5,2,3,5,5,5,5,4,2,4,4,2,4,4,2,5,2,4,3,4,5,5,1,4,3,3,3,3,2,2,2,1,4,1,3,2,1,1,1,5,5,3,4,5,2,5,4,5,3,5,5,5,4,3,5,5,5,1,1,1,4,6,10,5,5,1,5,1,1,1,1,1,2,4,4,4,4,5,5,5,4,1,5,5,5,1,2,1,1,1,,10,1,2,Smartphone,2,45,3,4,2,12,4,5,7,5
1166,0.075422624,4,4,4,4,3,3,5,3,3,2,4,5,4,3,5,2,3,4,3,4,5,4,4,4,3,4,3,3,5,4,4,2,2,2,2,3,4,3,4,4,1,3,4,1,4,1,1,4,4,2,2,2,1,2,2,3,4,3,3,1,2,2,2,1,2,2,1,1,1,4,3,3,4,3,3,4,4,3,2,2,3,2,4,4,4,4,4,2,3,3,,5,8,2,4,3,4,4,2,1,3,1,4,4,4,4,3,4,4,4,4,4,3,4,4,1,2,3,1,2,,8,1,2,Smartphone,1,28,1,2,1,12,4,6,1,10
1168,0.37984573,2,3,2,2,2,2,4,3,4,3,3,4,4,3,3,3,3,3,3,4,4,5,5,5,3,3,3,5,3,4,3,3,3,3,3,4,4,3,3,4,3,4,4,3,4,3,3,4,4,3,3,3,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,4,4,4,4,5,5,4,5,4,4,5,4,2,2,2,6,8,8,3,3,3,3,3,2,2,2,2,3,4,2,4,5,5,5,4,5,4,5,4,5,3,,2,1,1,,7,2,2,Tablet,2,57,3,5,1,12,4,1,1,11
1173,0.991771696,4,3,3,4,4,3,3,3,3,4,3,3,3,4,3,3,3,4,3,2,4,2,2,4,4,3,4,4,4,2,2,2,3,2,,3,3,3,3,3,2,2,3,3,4,2,2,3,2,3,3,3,1,2,2,3,3,3,2,1,2,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,2,5,5,3,3,3,4,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,,,3,3,2,Desktop,1,64,4,5,1,9,2,1,2,10
1175,0.657617366,5,5,4,4,3,2,4,3,3,2,4,5,4,3,3,3,3,1,2,4,4,4,4,5,2,4,2,5,5,4,4,3,3,3,3,3,3,4,4,4,3,4,4,3,3,3,4,3,3,3,3,3,4,1,1,5,5,4,5,3,3,2,1,3,4,2,1,2,2,4,4,4,3,3,3,3,2,4,3,4,4,3,4,4,3,4,4,2,3,2,5,5,6,4,3,2,4,2,2,1,2,1,2,3,2,3,3,3,4,4,4,3,4,4,4,2,5,3,1,3,,7,2,2,Smartphone,1,25,1,2,1,9,2,1,7,4
1183,2.533882359,4,4,3,3,4,3,4,5,4,4,2,4,2,4,4,2,3,4,5,3,4,5,1,3,2,3,5,1,3,2,5,3,5,2,2,3,3,3,3,3,1,3,5,3,5,1,4,1,5,4,1,1,1,4,3,5,3,4,1,3,5,3,1,4,2,5,3,1,1,4,5,4,4,1,4,5,4,4,4,4,4,5,4,4,4,4,5,2,3,2,3,5,5,3,4,3,5,4,2,3,2,2,4,4,4,4,3,4,4,4,4,4,3,4,4,2,4,4,3,,3,5,3,2,Desktop,1,77,4,7,5,9,2,1,5,7
1185,2.970614457,3,,4,4,3,4,3,4,2,4,2,3,5,4,4,1,1,3,3,4,4,4,5,5,3,2,4,3,4,5,4,3,1,1,1,4,4,5,5,4,5,4,2,1,3,3,2,5,3,1,1,1,3,2,2,5,5,2,1,1,2,1,2,5,1,2,3,1,1,4,5,5,3,4,4,5,5,3,1,1,2,4,4,1,4,4,5,3,3,3,7,5,7,3,3,2,3,1,4,1,1,1,2,3,1,3,4,4,5,4,5,3,3,3,3,3,3,3,1,3,,4,2,2,Smartphone,1,34,2,2,4,13,4,6,4,9
1187,1.097277849,2,1,5,5,3,3,5,3,3,2,5,5,4,2,5,3,3,2,1,5,5,2,5,4,3,4,4,1,5,3,3,4,1,3,3,3,3,1,2,4,1,2,5,4,2,1,2,3,4,2,3,2,1,1,1,4,4,1,2,4,1,1,1,2,2,1,2,2,2,4,5,5,4,3,4,4,3,4,2,1,3,1,2,4,4,4,4,2,2,2,3,5,5,2,2,5,3,3,1,2,2,2,3,4,4,4,5,4,5,5,4,4,2,2,4,1,5,4,2,,,10,2,2,Smartphone,1,28,1,2,1,13,4,1,2,6
1199,1.40719137,4,5,5,5,3,4,4,4,4,3,4,3,4,3,4,5,4,5,4,3,4,4,4,4,5,5,2,3,3,3,4,3,3,4,5,5,4,4,4,4,4,3,3,4,4,3,3,4,4,4,5,3,4,5,5,5,3,5,4,2,4,3,4,2,4,2,3,4,3,3,4,4,,3,4,3,3,5,4,3,2,3,4,4,3,3,4,3,3,3,8,5,7,4,4,3,4,4,3,1,3,3,3,4,4,,3,3,3,4,3,4,3,4,4,4,3,3,2,,,5,2,2,Smartphone,2,32,2,2,4,9,2,1,4,6
1200,0.193636088,5,5,1,3,5,2,3,4,2,5,2,3,4,5,2,2,2,5,4,4,4,3,4,3,3,2,5,3,2,3,4,2,1,2,2,4,5,3,3,5,3,2,4,1,5,1,2,4,4,5,2,2,2,1,1,2,2,3,1,2,5,4,1,5,2,3,2,2,2,5,5,5,4,2,2,4,3,4,2,1,2,2,4,5,4,4,5,5,2,3,4,1,7,2,2,3,5,4,3,3,3,3,2,4,2,3,4,4,5,4,4,2,1,2,3,1,5,5,1,1,,8,1,2,Smartphone,1,33,2,2,1,10,3,6,1,11
