CaseId,WEIGHT1,Q1A,Q1B,Q1C,Q1D,Q1E,Q1F,Q1G,Q1H,Q1I,Q1J,Q1K,Q1L,Q1M,Q1N,Q1O,Q1P,Q1Q,Q2A,Q2B,Q2C,Q2D,Q2E,Q2F,Q2G,Q2H,Q2I,Q2J,Q2K,Q2L,Q2M,Q2N,Q2O,Q2P,Q2Q,Q2R,Q3A,Q3B,Q3C,Q3D,Q3E,Q3F,Q3G,Q3H,Q3I,Q3J,Q3K,Q3L,Q3M,Q3N,Q3O,Q3P,Q3Q,Q4A,Q4B,Q4C,Q4D,Q4E,Q4F,Q4G,Q4H,Q4I,Q4J,Q4K,Q4L,Q4M,Q4N,Q4O,Q4P,Q4Q,Q7A,Q7B,Q7C,Q7D,Q7E,Q7F,Q7G,Q7H,Q7I,Q7J,Q7K,Q7L,Q7M,Q7N,Q7O,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q10,Q11,Q12,Q13A,Q13B,Q13C,Q13D,Q13E,Q13F,Q13G,Q13H,Q13I,Q14A,Q14B,Q14C,Q14D,Q14E,Q14F,Q14G,Q14H,Q14I,Q14J,Q14K,Q14L,Q14M,Q14N,Q14O,Q14P,D3,D4,D5,Q22,Q23,SURV_MODE,Device,gender,age,AGE4,AGE7,racethnicity,educ,EDUC4,marital,employ,income
2431,1.272980334,5,5,3,3,3,2,2,3,2,5,1,2,4,3,2,1,1,5,1,5,5,3,5,5,4,1,1,4,2,1,3,5,4,5,5,5,5,3,3,3,2,2,3,2,5,1,2,5,3,2,1,1,1,5,5,3,2,3,2,2,3,1,5,1,5,3,2,1,1,4,5,5,5,5,4,5,4,5,2,2,2,2,3,2,4,4,5,2,1,1,4,7,10,5,5,2,3,3,3,1,1,1,4,4,3,5,5,5,4,5,5,4,4,4,4,2,5,3,2,,,9,1,2,Smartphone,1,31,2,2,4,10,3,6,1,11
2434,0.245699615,4,5,4,4,5,2,5,5,5,3,3,5,1,5,4,1,1,4,4,2,2,5,1,3,5,3,5,1,3,2,5,3,3,1,1,5,5,1,1,4,1,2,4,1,5,1,1,3,5,1,1,1,1,1,1,4,4,4,2,2,4,1,2,1,3,5,2,1,1,5,5,4,4,2,4,4,3,3,2,4,4,4,4,5,4,4,4,2,2,2,4,6,6,4,4,2,2,2,3,2,2,2,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,2,,,7,1,2,Desktop,1,41,2,3,1,13,4,1,1,13
2436,1.070329695,5,5,3,4,4,3,4,4,2,2,2,4,4,4,4,4,4,3,1,3,1,4,3,3,1,3,1,1,3,3,2,3,3,3,3,2,3,4,3,3,3,3,3,4,3,3,3,3,3,3,2,3,2,2,4,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,10,4,5,4,4,3,3,4,3,4,3,3,3,2,3,2,3,1,3,1,2,3,3,3,2,4,4,3,2,,,10,1,2,Smartphone,1,29,1,2,2,10,3,5,2,7
2437,1.751327061,5,5,4,4,4,3,3,4,2,4,1,3,5,3,3,2,2,5,5,3,3,5,5,4,3,2,5,4,4,5,3,3,5,1,1,5,5,3,2,5,2,2,4,2,5,1,2,5,3,2,1,1,2,1,1,1,3,1,1,1,1,1,1,1,3,3,3,1,1,5,4,4,5,3,4,4,3,5,1,2,4,3,1,2,4,5,5,2,1,2,5,7,9,4,4,2,4,2,1,1,1,1,2,3,2,4,4,4,5,4,4,2,3,4,4,2,3,2,2,,,4,2,2,Smartphone,2,41,2,3,4,14,4,3,2,10
2441,0.498945404,4,3,3,3,3,2,3,4,2,5,2,2,4,4,3,1,1,4,4,3,3,3,2,4,3,2,3,2,3,3,4,2,2,1,1,2,3,1,1,3,1,4,4,4,4,1,3,3,4,3,1,1,1,1,1,2,2,2,1,1,3,1,1,1,1,2,1,1,1,3,4,5,4,4,4,4,3,5,3,3,4,4,3,3,4,4,5,2,1,2,7,7,7,4,4,2,2,2,3,1,1,1,4,5,3,4,5,4,4,4,4,5,4,3,4,3,2,2,2,,,6,2,2,Desktop,1,66,4,6,1,12,4,1,5,15
2448,0.380951814,5,5,4,4,5,2,3,4,2,5,2,2,3,4,1,1,1,5,5,2,2,4,2,3,4,3,5,3,3,3,4,1,1,1,1,4,5,1,1,4,1,1,3,1,5,1,1,2,3,1,1,1,1,2,1,2,3,3,3,3,3,2,2,2,2,4,1,1,1,4,4,4,2,2,2,4,2,4,3,2,2,2,4,4,4,4,4,3,2,2,4,6,8,5,5,3,4,3,3,1,2,1,2,4,3,4,2,3,4,4,4,2,4,4,4,2,3,2,2,,,6,1,2,Smartphone,2,29,1,2,1,11,3,1,1,5
2449,0.720010076,3,3,5,5,3,5,5,3,5,2,5,3,3,3,5,5,3,3,3,5,5,3,5,5,5,5,1,5,5,5,5,5,5,5,5,4,4,4,4,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,9,1,2,Desktop,1,44,2,3,6,14,4,1,1,14
2453,0.169233948,5,4,5,5,4,2,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,4,5,3,4,5,5,5,5,5,1,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,5,1,5,1,1,5,1,5,4,5,5,5,1,1,5,7,8,10,5,5,5,5,5,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,,3,7,4,1,Phone interview (not online),1,64,4,5,4,9,2,3,1,8
2457,0.078994317,5,5,2,2,4,1,1,5,1,5,1,1,5,5,2,3,3,5,5,3,2,5,1,1,5,1,5,3,2,5,5,3,5,1,1,5,5,2,3,5,2,1,5,1,5,1,1,4,5,2,1,1,1,1,1,1,2,5,2,1,1,1,1,3,3,4,1,1,1,5,5,5,4,3,4,5,2,5,3,3,5,3,2,2,4,5,5,1,1,2,5,7,9,5,5,2,5,3,3,1,1,2,4,4,2,5,4,5,4,5,5,4,3,5,5,2,4,3,2,,,10,1,2,Desktop,2,61,4,5,1,10,3,5,1,7
2458,0.44577478,3,5,3,5,4,4,4,5,4,5,1,4,4,4,4,3,4,2,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,3,4,4,5,5,5,5,4,5,4,5,5,5,5,4,4,5,5,4,4,3,4,5,5,5,3,2,3,4,3,4,5,5,4,4,3,3,7,3,7,3,5,3,5,5,2,3,3,3,2,1,1,2,2,4,4,4,4,1,3,4,2,2,3,4,3,,3,5,2,2,Smartphone,2,32,2,2,5,10,3,6,7,1
2464,1.08585566,3,4,2,3,4,1,3,4,2,4,2,2,4,4,2,1,3,3,3,1,2,4,3,3,3,1,2,3,1,3,2,1,4,1,2,3,3,1,2,4,1,2,4,1,3,2,2,1,4,1,1,2,3,2,3,2,2,4,1,3,4,1,2,1,1,4,1,1,2,4,4,4,4,3,4,3,3,4,3,,2,3,2,2,4,4,3,3,3,2,5,5,5,4,3,2,4,3,3,3,2,2,3,3,2,4,2,3,3,3,4,4,2,2,4,1,,2,2,,,10,1,2,Smartphone,1,56,3,5,2,12,4,1,1,14
2467,0.836851646,3,3,5,5,3,5,5,3,5,3,5,5,5,4,5,,,3,3,5,5,3,5,5,4,5,3,4,5,5,5,5,3,,,3,3,3,3,3,3,5,3,5,3,3,5,3,3,5,,,3,3,3,5,5,3,3,3,3,3,3,3,3,3,4,,,3,4,4,4,4,3,4,3,4,3,3,2,2,2,3,3,3,3,3,3,3,5,5,5,3,3,3,5,3,1,1,1,1,4,4,4,3,4,4,3,4,4,3,4,3,3,3,3,3,1,1,,8,1,2,Desktop,1,52,3,4,1,12,4,1,1,14
2472,4.131394568,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,2,4,5,5,5,5,5,5,5,5,5,5,3,2,3,4,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,3,3,3,3,4,2,3,2,3,3,3,3,5,2,2,4,2,2,5,2,2,,,4,2,2,Smartphone,2,36,2,3,1,4,1,4,7,1
2474,2.784322808,5,5,5,5,5,3,3,5,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,3,3,5,3,3,3,3,5,5,3,5,5,3,5,5,5,5,5,3,3,5,3,5,3,5,5,3,5,5,4,4,4,4,4,4,4,4,4,2,2,2,2,4,3,4,4,4,2,4,2,5,2,10,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,10,1,2,Smartphone,1,29,1,2,1,9,2,5,1,10
2478,0.721680128,4,5,2,3,4,3,3,4,2,5,2,2,3,4,2,3,3,5,3,2,3,4,3,3,4,2,5,4,2,4,5,3,4,3,3,5,5,2,2,5,2,3,4,2,4,1,3,4,5,2,4,3,1,1,1,1,1,2,1,2,3,1,5,2,3,4,2,2,3,5,5,5,4,4,4,4,4,5,4,5,4,4,4,5,4,5,5,2,1,4,5,9,10,4,4,1,4,2,4,4,1,1,5,5,5,5,4,4,5,5,5,5,5,5,5,4,2,2,3,,3,5,2,1,Phone interview (not online),2,59,3,5,1,12,4,1,3,12
2479,0.528031074,4,4,3,4,5,3,5,4,3,5,3,4,4,4,4,3,3,4,4,4,4,4,2,4,5,4,4,3,4,4,4,3,4,3,1,4,4,2,2,3,1,1,4,3,5,2,4,3,5,4,3,3,1,1,1,3,2,2,1,2,2,2,2,2,2,1,1,1,1,4,4,4,4,3,4,4,3,4,3,4,2,3,3,4,3,4,4,3,1,2,5,7,7,4,3,3,4,4,2,2,2,2,4,4,2,4,4,4,4,4,4,4,2,4,4,3,3,3,2,,,3,1,2,Desktop,1,76,4,7,1,10,3,1,5,14
2480,1.122300267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Smartphone,2,21,1,1,1,10,3,6,1,13
2482,0.371439445,4,4,4,4,4,2,5,5,5,5,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,5,3,1,1,1,5,5,1,3,5,3,3,5,3,5,1,3,5,5,5,5,5,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,4,4,4,4,3,4,3,3,2,2,2,2,4,4,4,3,2,3,10,5,8,3,5,2,2,3,2,2,2,3,3,3,2,5,3,4,5,5,5,5,5,5,5,3,2,3,1,1,,10,1,2,Desktop,1,36,2,3,5,10,3,5,1,7
2484,0.901661868,5,5,3,4,4,2,3,,3,5,2,2,4,4,4,2,2,4,4,4,4,4,4,3,4,3,,3,3,4,4,3,3,1,1,5,5,3,3,4,1,2,3,2,5,2,3,3,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4,4,4,3,3,3,4,3,4,2,3,2,2,3,3,4,,4,2,2,2,5,8,10,3,4,2,5,4,3,2,2,1,4,4,2,4,4,4,4,4,4,4,4,4,4,3,2,2,2,,,7,1,2,Desktop,1,42,2,3,2,10,3,1,2,14
2488,1.801382568,4,4,4,4,4,2,3,4,3,4,2,2,4,4,2,1,1,2,2,2,2,3,2,2,2,2,2,3,3,3,4,2,2,1,1,4,4,2,2,4,2,3,3,2,4,2,2,3,3,2,1,1,1,2,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,4,4,4,4,4,4,4,2,4,4,4,3,2,4,3,4,4,4,2,2,2,5,7,8,2,2,2,4,2,4,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,2,1,2,,8,1,2,Smartphone,2,52,3,4,1,12,4,1,7,4
2491,1.171725072,4,5,3,4,4,3,4,4,3,5,1,3,4,4,2,1,1,3,3,3,2,4,4,4,2,2,2,3,3,4,3,2,4,1,1,5,4,3,2,4,2,2,4,2,5,1,2,3,4,2,1,1,2,3,3,3,3,2,3,2,2,1,1,1,3,3,1,1,1,4,4,4,4,4,4,4,3,4,3,3,3,3,4,3,4,4,4,2,2,2,6,6,7,4,4,2,3,2,3,2,2,2,4,4,2,4,5,4,4,4,5,4,3,4,4,4,3,2,2,,,5,2,2,Desktop,1,44,2,3,4,13,4,1,1,13
2496,0.201874061,4,4,4,4,4,3,4,4,4,4,3,3,4,4,3,3,3,4,4,3,,4,3,3,4,3,4,3,3,4,4,3,4,3,,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,3,4,3,4,4,3,3,4,4,3,4,3,4,3,4,4,3,4,4,4,4,4,3,3,3,4,3,4,3,4,3,2,4,3,4,4,4,2,2,3,7,8,8,4,4,2,3,2,3,2,2,2,4,4,2,4,4,4,4,4,4,4,3,4,4,4,2,2,2,,,4,2,2,Desktop,1,64,4,5,1,10,3,1,5,10
2498,0.505100359,5,3,4,4,4,3,3,4,5,4,2,4,5,4,3,1,1,3,3,3,4,4,2,3,2,3,4,2,5,5,3,4,3,1,1,5,5,5,4,3,4,5,4,5,5,2,3,5,4,3,1,1,2,1,1,2,1,1,2,1,2,5,1,4,4,1,3,1,5,4,4,4,5,4,4,5,5,1,3,1,3,4,4,4,5,4,4,4,2,3,8,4,10,3,4,3,5,4,2,2,3,1,4,4,2,4,5,4,4,3,4,2,4,4,4,2,2,2,2,,,7,1,1,Phone interview (not online),2,28,1,2,4,11,3,5,7,5
2499,0.394425553,4,5,4,4,3,3,3,4,1,4,1,3,4,4,3,1,1,3,4,3,3,3,3,3,4,1,3,4,3,4,3,3,2,1,1,4,5,3,3,2,3,1,3,1,4,1,3,4,3,2,1,1,2,4,4,2,,3,3,2,3,1,3,2,3,3,2,1,1,3,4,5,4,4,5,4,3,4,2,3,3,3,3,4,4,5,1,2,2,2,5,4,4,4,4,3,3,3,3,1,2,1,4,4,2,4,4,4,4,4,3,3,3,4,3,2,3,3,2,,,7,1,2,Desktop,1,55,3,5,1,10,3,5,2,5
2505,0.619437139,4,4,3,3,5,3,4,5,3,5,2,3,4,5,3,1,1,4,4,3,3,5,4,4,5,2,2,4,2,3,5,2,3,1,1,4,3,1,1,5,3,5,5,2,4,1,3,2,5,3,1,1,1,4,1,1,2,1,1,1,4,1,1,1,1,3,2,1,1,4,4,4,4,3,4,3,2,4,4,4,4,4,4,4,4,5,4,1,1,2,7,8,8,4,4,2,4,1,2,1,1,1,5,5,4,5,5,5,5,5,5,5,5,4,4,2,2,4,1,2,,8,1,2,Desktop,1,75,4,7,1,14,4,1,5,15
2507,0.377348296,5,5,1,1,5,5,5,5,5,5,1,5,5,5,5,2,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,1,5,5,5,5,5,5,5,5,2,5,2,5,5,5,3,1,2,5,1,1,2,1,1,5,5,1,1,1,5,5,5,1,2,5,5,5,5,5,5,5,5,3,5,1,1,3,5,5,1,1,5,1,5,5,5,4,6,5,1,5,5,5,5,1,1,3,1,3,3,5,5,1,5,5,5,5,5,3,5,1,3,5,5,3,,3,3,1,2,Smartphone,2,33,2,2,1,12,4,5,1,9
2510,0.319403665,4,4,4,4,5,3,4,4,4,4,3,4,5,5,5,2,2,4,4,5,3,5,3,3,3,2,5,4,3,2,5,2,4,1,1,3,4,4,4,5,2,3,5,4,4,3,5,4,5,4,4,4,1,1,1,2,2,1,2,3,2,2,1,2,2,5,3,2,2,3,4,4,3,3,3,4,3,5,3,2,3,4,4,4,4,4,5,2,2,2,4,6,6,4,4,4,3,2,3,2,2,2,3,4,2,3,3,4,4,4,4,3,3,4,4,4,2,3,1,1,,6,1,2,Smartphone,1,72,4,6,1,11,3,3,5,11
2516,0.419094626,4,3,4,4,4,4,5,4,3,4,3,4,5,5,3,1,1,3,4,5,4,5,5,5,4,3,2,2,5,4,4,3,1,1,1,4,4,4,4,4,4,4,4,3,5,1,3,1,5,1,1,1,1,1,1,3,3,4,2,2,3,1,1,5,1,3,1,1,1,5,5,5,3,3,4,5,4,5,1,1,4,5,3,2,4,5,5,1,1,3,5,4,7,2,4,3,4,4,2,2,2,2,3,4,2,4,5,5,5,5,5,4,5,5,5,4,3,3,2,,,7,1,2,Smartphone,2,32,2,2,1,10,3,6,2,11
2521,1.38029149,5,3,3,5,3,3,3,5,3,5,1,3,3,5,2,3,3,3,5,3,3,3,3,3,3,3,5,5,3,5,3,3,3,3,3,5,5,3,3,3,3,3,5,3,5,2,3,5,3,3,3,3,1,3,3,1,3,3,4,3,2,3,3,3,2,5,3,3,4,4,5,5,4,4,3,5,4,5,2,2,4,4,5,2,4,5,4,2,2,4,7,8,8,4,4,4,5,4,2,2,4,2,4,4,4,4,4,4,4,5,4,4,4,2,4,2,2,4,2,,,7,3,1,Phone interview (not online),1,58,3,5,1,8,1,5,2,11
2522,0.463261871,3,4,3,2,4,1,4,3,3,4,3,3,4,4,2,3,2,4,2,2,4,4,3,4,4,2,4,2,2,4,4,3,3,2,2,3,3,2,2,4,2,2,4,4,3,2,2,3,3,4,4,2,1,2,3,1,3,2,1,1,3,1,2,1,2,2,1,1,1,3,4,4,5,4,4,4,3,4,3,3,4,2,4,4,4,4,4,2,2,3,7,8,8,2,4,4,4,2,,3,2,3,5,5,5,3,5,4,4,4,3,5,3,3,3,2,2,3,2,,,9,1,1,Phone interview (not online),2,84,4,7,1,10,3,1,5,12
2525,0.753062766,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,2,2,3,3,5,5,4,5,5,3,5,2,5,5,4,5,5,2,2,2,5,5,5,5,2,2,1,2,1,2,1,2,5,3,5,2,2,5,5,5,2,2,3,1,4,2,4,1,5,5,3,5,2,2,3,3,2,2,3,2,4,2,2,4,2,3,4,3,2,2,3,2,4,5,5,3,3,2,2,3,4,5,3,2,2,2,2,2,2,1,4,1,4,5,3,5,4,1,2,2,4,2,2,2,,,9,1,2,Smartphone,2,63,4,5,4,10,3,3,2,5
2529,0.443490612,4,,4,3,4,4,2,4,3,,2,4,4,3,2,4,,4,5,3,,,2,3,4,,5,4,4,4,4,3,3,,,4,4,2,3,3,3,3,3,2,4,2,3,4,4,3,4,,2,3,4,3,3,3,2,3,3,2,2,4,2,2,2,2,,1,3,2,4,4,4,4,3,2,4,4,4,4,4,4,2,2,5,4,2,4,7,3,2,4,2,3,5,3,2,2,3,,2,4,2,4,2,2,4,4,4,4,2,2,4,2,2,4,3,,2,8,1,1,Phone interview (not online),2,73,4,6,1,11,3,2,5,3
2534,0.39205179,5,5,2,2,5,2,4,5,2,5,2,2,5,5,2,1,1,5,4,2,2,5,3,3,5,2,5,4,5,4,5,2,1,1,1,4,5,1,1,4,1,3,4,1,4,1,1,3,5,2,1,1,1,1,1,2,1,4,2,2,3,1,1,1,3,3,1,1,1,4,4,4,4,4,4,4,4,4,1,4,4,3,4,2,4,4,4,2,2,2,4,5,5,4,3,2,4,2,3,2,2,2,3,4,2,3,4,4,4,4,4,4,4,4,3,2,3,3,3,,3,7,1,2,Desktop,2,63,4,5,1,10,3,1,5,9
2538,0.377582997,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,2,5,5,5,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,2,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,8,8,4,4,1,2,2,5,2,2,1,4,4,4,4,4,4,4,4,4,4,4,1,5,4,1,1,2,,,7,4,1,Phone interview (not online),1,28,1,2,1,10,3,5,4,3
2541,0.383031029,5,4,3,5,4,1,3,4,3,4,1,3,3,4,4,3,3,2,2,1,2,2,2,1,1,1,,1,1,3,3,3,4,2,2,5,5,3,4,5,3,4,4,2,4,1,3,4,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,4,5,2,4,4,4,4,4,5,5,5,2,2,4,5,5,5,4,4,1,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,,,5,2,2,Desktop,1,56,3,5,2,11,3,3,5,12
2547,1.16972604,5,5,3,3,4,1,4,5,3,5,3,3,3,5,4,3,3,5,5,3,3,5,3,3,5,3,5,3,2,4,5,3,4,3,2,5,5,2,3,5,2,3,5,3,5,2,2,3,5,3,2,2,3,5,5,2,2,5,2,2,5,2,5,2,2,5,3,2,2,5,5,5,4,3,4,5,4,5,2,2,1,2,3,1,5,4,4,2,2,2,4,7,7,5,4,2,4,3,1,1,1,1,4,4,2,4,4,5,3,5,4,4,4,4,4,2,3,3,3,,3,5,2,2,Smartphone,2,89,4,7,1,9,2,2,1,5
2550,0.456199046,4,5,3,5,4,2,4,5,4,5,4,4,3,4,4,4,4,4,5,3,4,5,3,4,4,3,5,4,4,3,4,3,4,4,4,4,5,3,4,3,3,3,4,4,4,4,4,4,3,3,5,5,3,4,5,2,2,3,3,3,5,3,5,3,4,4,3,5,5,3,4,4,4,2,4,3,3,4,2,3,2,3,3,2,3,4,5,2,2,3,5,5,10,4,5,3,5,3,1,3,3,1,3,4,3,4,4,4,4,4,4,2,3,4,4,3,3,3,2,,,5,4,2,Smartphone,1,32,2,2,4,9,2,5,4,4
2551,0.787876004,4,4,2,3,3,3,3,4,4,4,3,3,4,4,4,4,4,4,4,3,3,4,4,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,5,4,4,3,3,3,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,4,4,4,3,4,7,8,8,4,4,4,3,4,2,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,,,6,2,2,Smartphone,1,53,3,4,1,12,4,1,2,14
2557,0.562265396,5,5,3,4,5,3,4,5,3,5,3,3,4,5,3,1,1,5,5,3,3,5,3,4,5,3,3,3,4,4,5,4,5,1,1,5,5,3,3,5,3,4,4,3,5,2,3,2,5,4,1,1,1,5,4,3,3,5,2,3,4,2,4,2,3,5,2,1,1,4,4,5,5,5,5,4,4,4,3,2,4,3,3,3,4,4,5,4,3,4,5,6,4,2,4,2,3,1,2,1,1,2,1,2,1,3,3,4,4,4,4,3,4,3,4,3,2,2,1,3,,7,1,2,Smartphone,1,65,4,6,1,11,3,1,1,10
2559,0.298782312,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,5,5,5,5,5,3,3,5,5,5,3,5,5,5,5,3,3,5,5,5,5,5,5,3,3,5,3,3,3,5,5,5,3,3,5,5,5,4,4,4,4,4,5,5,4,3,3,5,4,4,4,4,2,3,2,5,5,5,5,4,3,5,4,3,3,2,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,2,,9,1,2,Desktop,2,49,3,4,1,12,4,1,1,13
2560,0.439583188,5,5,3,3,5,1,2,5,1,5,2,1,3,5,2,1,1,5,4,3,3,5,1,2,5,1,5,5,2,3,5,2,4,1,1,5,5,1,1,5,1,1,5,1,5,1,1,4,5,2,1,1,1,1,1,3,2,5,1,1,5,1,1,1,1,5,1,1,1,5,5,5,5,5,4,5,2,4,5,5,4,3,5,5,5,5,5,1,1,1,5,5,7,3,4,2,5,2,5,3,1,1,1,5,1,2,2,3,2,5,4,2,3,5,4,2,2,2,2,,,8,1,2,Desktop,2,52,3,4,1,10,3,3,2,9
2564,1.334878916,3,3,3,3,3,3,2,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,5,7,8,4,4,4,4,4,3,2,3,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,3,,3,4,3,2,Smartphone,1,59,3,5,1,10,3,1,1,13
2571,0.602543455,4,4,4,3,4,3,3,4,4,4,3,4,4,4,3,3,3,4,4,4,3,4,3,2,3,4,3,2,2,4,4,3,4,3,3,4,4,4,5,3,4,3,4,4,4,4,3,4,3,5,4,4,4,4,4,3,4,4,3,4,3,3,5,3,2,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,8,9,9,3,,5,4,4,3,4,3,3,4,4,4,4,3,4,5,4,4,4,3,5,1,3,5,3,2,,,9,3,2,Smartphone,1,66,4,6,1,11,3,3,5,10
2572,0.494800637,5,4,4,2,4,3,5,4,2,2,5,4,2,,5,1,2,1,,5,5,3,4,5,2,2,2,5,3,4,3,1,1,1,2,4,4,1,1,3,2,2,4,3,5,1,3,3,4,3,1,1,2,1,1,4,4,1,2,1,1,1,1,4,1,1,2,1,1,5,5,5,4,4,4,4,3,4,2,2,3,3,4,2,4,5,4,1,1,1,5,7,6,3,3,3,3,2,4,3,3,3,4,5,4,4,5,5,5,5,5,3,4,2,5,1,5,4,1,2,,10,1,2,Desktop,2,62,4,5,1,13,4,6,6,10
2578,0.202085199,4,4,2,3,4,3,3,4,3,4,1,2,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,4,2,4,2,2,4,4,3,2,4,2,3,4,3,4,2,3,3,4,3,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,4,4,3,4,3,3,3,3,3,4,4,4,4,2,2,2,6,6,6,3,4,2,3,3,3,2,3,2,3,3,3,4,3,4,4,4,4,4,4,4,4,3,2,3,2,,,5,2,2,Desktop,1,61,4,5,1,11,3,1,1,9
2579,1.47479826,5,4,5,5,5,5,5,4,4,4,5,5,4,4,5,3,3,2,3,2,4,4,2,4,3,3,2,4,4,3,3,2,3,3,3,5,4,3,2,3,1,2,3,1,5,2,3,2,3,3,2,2,3,1,2,5,5,4,3,2,3,3,2,4,4,4,3,2,2,4,5,5,5,4,4,3,5,2,3,2,3,2,3,3,5,4,4,2,2,2,5,6,7,4,4,4,4,4,3,2,3,2,3,4,2,3,4,3,3,4,4,4,3,3,4,3,3,3,1,3,,6,3,2,Desktop,1,60,4,5,4,10,3,1,5,15
2580,5.845872731,4,5,4,4,4,3,3,4,2,4,2,3,4,4,3,1,1,4,4,4,4,4,3,3,4,1,4,5,3,4,4,2,3,1,1,4,4,4,4,4,2,3,4,2,4,1,1,3,4,4,1,1,4,4,4,4,4,4,3,4,4,1,4,4,3,4,3,1,1,3,4,4,4,4,4,5,4,5,2,4,4,4,4,4,4,4,4,4,4,3,10,5,10,4,4,4,4,3,3,2,2,2,2,4,2,2,4,4,4,4,2,2,3,3,3,3,3,3,2,,,4,1,2,Smartphone,2,18,1,1,2,9,2,5,7,18
